egs-序号,egs-考点,egs-分值,egs-时间限制,egs-填空题输入大小,egs-题型,egs-试卷类别,egs-基本题型,egs-选项与解析,egs-是否依赖上级父题目,egs-子题目是否可以随机出现,egs-Directions材料题干,egs-Egs对应标签题型,egs-标题
"","","","","","Multiple Choice","英语专业四级","选择题","1--luxury||luxury：奢侈，豪华；accommodation：适应，住宿；entertainment：娱乐；refreshment：清爽、心旷神怡。从本句句意得知选A。&&0--accommodation&&0--entertainment&&0--refreshment","0","2","In this poor country, survival is still the leading industry; all else is ________.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--does there&&0--isn't there&&1--hasn't there||there be句型的反意疑问句中，疑问部分用there，省略主语。&&0--isn't it","0","2","There has been a great increase in retail sales, ________?","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--all of their homes&&0--all their homes&&0--whose all homes&&1--all of whose homes||关系代词whose引导定语从句，修饰the residents。","0","2","The residents, ________ had been damaged by the fire, were given help by the Red Cross.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--being told||固定结构resist doing sth. ，根据句意使用被动语态。&&0--telling&&0--to be told&&0--to tell","0","2","Although a teenager, Fred could resist ________ what to do and what not to do.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--should have died&&0--must be dying&&1--must have died||情态动词must表示推测。should have done表示过去应该做而未做；must be dying表示一定正在做；must have done表示一定做过了；ought to do表示现在应该做。&&0--ought to die","0","2","Investigators agreed that passengers on the airliner ________ at the very moment of the crash.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--having taken||deny 后需接动名词，由于动作是过去发生的，所以选动名词的完成式。&&0--taking&&0--to have taken&&0--to take","0","2","While being questioned on the court, the man denied ________ the old lady's necklace.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--To have reviewed&&0--Having reviewed&&1--Reviewing||动名词做主语表示一件事或状态，其他选项不符合题意。&&0--Being reviewed","0","2","________ their work will give us a much better feel for the wide differences between the two schools of thought.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--he catches a cold&&1--he should catch a cold||for fear that后接虚拟语气，（should ）+ 动词原形。&&0--he caught a cold&&0--he be catching a cold","0","2","She put an extra blanket over the baby for fear that ________.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--if&&0--so&&0--what&&1--that||本句是个强调句型，当强调how方式状语时，应用that连接。","0","2","How is it ________ your roommate's request?","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--in all&&0--at best&&0--for all&&1--by far||in all：总共（表示数量）；at best：最多（表示程度）；for all：尽管都（表示让步）；by far 用来修饰最高级，起加强语气的作用。","0","2","In my opinion, he's ________ the most imaginative of all the contemporary poets.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--were&&1--being||there be句型的分词独立主格形式表示时间、条件或伴随状语。&&0--to be&&0--having","0","2","We left the meeting, there obviously ________ no point in staying.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--of providing||固定结构be accused of ，意为“被指控犯……罪”。&&0--with providing&&0--to have provided&&0--to provide","0","2","Dr. Park was accused ________ the patient with overdose of sleeping pills so that the patient's life was terminated before the expected time.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--remembering||固定结构be worth doing sth. 值得做某事。&&0--to remember&&0--to be remembered&&0--being remembered","0","2","What a lovely party! It's worth ________ all my life","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--going&&0--to go&&0--have gone&&1--went||would rather/would sooner/would just as soon等后接that 从句，从句要使用虚拟语气表示希望或婉转的责备，动词用过去式或者过去完成式。","0","2","Who would you rather ________ with you, George or me?","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--is working&&1--works||unless引导条件状语从句，用一般现在时表示将来。&&0--will be working&&0--worked","0","2","We will be losing money this year unless that new economic plan of yours ________ miracle.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--were attending&&0--were to attend&&1--is to attend||用一个冠词修饰的两个名词指的是同一个人，故谓语动词应该用单数。&&0--are to attend","0","2","The owner and editor of the newspaper ________ the conference.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--retains&&0--gains&&0--achieves&&1--acquires||retain：保持，保留；gain：获得，赢得；achieve：（通过努力勇气）获得，达到；acquire：（靠自己努力而）获得，得到。从句意得知选D。","0","2","It is through learning that the individual ________ many habitual ways of reacting to situations.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--proceed&&0--appeal&&1--resort||resort to：求助于，诉诸于；proceed：继续进行；appeal to：呼吁，申诉；incline to：使心想，使倾向。从句意可知本题选C。&&0--incline","0","2","Generally, it is only when animals are trapped that they ________ to violence in order to escape.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--merged&&1--collaborated||merge into：融入；collaborate：合著，合作；coincide：相符，相一致；constitute：构成，组成。从句意可知本题选B。&&0--coincided&&0--constituted","0","2","Mary once ________ with another musician to compose a piece of pop music.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--observation&&0--investigation&&1--inspection||observation：观察，注意；investigation：调查，搜查，研究；inspection：检查，视察；inspection of lessons：听课；examination：测试，考试。从句意可知本题选C。&&0--examination","0","2","During their fist teacher training year, the students often visited local schools for the ________ of lessons.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--transaction||transaction：处理，办理，交易；transition：转移，变迁；transmission：传播，传递；transformation：转化，转变。从句意可知本题选A。&&0--transition&&0--transmission&&0--transformation","0","2","He attends to the ________ of important business himself.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--perfect&&0--total&&1--sheer||perfect：完美的；total：完全的，全部的；sheer：纯粹的，绝对的；integral：完整的，整个的。从句意可知本题选C。&&0--integral","0","2","Out of ________ revenge, he did his worst to blacken her character and ruin her reputation.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--trivial||trivial：微不足道的；delicate：纤弱的，优美精致的；minor：较小的；miniature：小型的，缩小的。从句意可知本题选A。&&0--delicate&&0--minor&&0--miniature","0","2","A most ________ argument about who should go and fetch the bread from the kitchen was going on when I came in.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--ideal&&0--comprehension&&1--notion||notion：想法，概念；ideal：理想；comprehension：理解；intelligence:智力，脑力。从句意可知本题选C。&&0--intelligence","0","2","Do you have any ________ about what living beings on other planets would be like?","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--fiction&&0--function&&1--fraction||fiction：小说；function：功能，作用；fraction：小部分；friction：摩擦。从句意可知本题选C。&&0--friction","0","2","We rarely perceive more than a minute ________ of the sights and sounds that fall upon our sense organs; the great majority pass us by.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--persistent&&1--appropriate||persistent：坚持不断的；appropriate：合适的；thoughtful：沉思的，考虑周到的；sufficient：充分的，足够的。从句意可知本题选B。&&0--thoughtful&&0--sufficient","0","2","For many patients, institutional care is the most ________ and beneficial form of care.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--dedicate||dedicate to：致力献身于……；dictate：听写，口述；decorate：装饰，布置；direct：指引，引导。从句意可知本题选A。&&0--dictate&&0--decorate&&0--direct","0","2","It's pleasure for him to ________ his energy and even his life to research work.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--identified&&0--recognized&&0--acknowledged&&1--acquainted||identify：鉴定，辨别；recognize：认识，意识到；acknowledge：承认，答谢；acquaint：熟悉； be acquainted with sb. 表示与某人见过面、熟识。从句意可知本题选D。","0","2","They are well ________ with each other since they once studied in the same university.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--gentle&&1--subtle||gentle：温柔的；subtle：微妙的；feeble：虚弱的；humble：卑微的，谦虚的。从句意可知本题选B。&&0--feeble&&0--humble","0","2","There is a ________ difference in meaning between the words ""surroundings"" and ""environment"".","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--have been used||根据句意，用完成时的被动语态。句中主语media是medium的复数形式，谓语动词也用复数形式。&&0--will be used&&0--is being used&&0--has been used","0","2","Advertising media like direct mail, radio, television and newspapers ________ to increase the sales of industrial products.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--was&&0--is&&0--is being&&1--being||独立主格结构，在句子中作条件状语，其中such为代词。no grounds意为“没有根据，没有理由”。","0","2","Such ________ the case, there are no grounds to justify your complaints.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--like||as引导让步状语从句时从句需用倒装，置于as之前的可以是名词、形容词、副词、动词或动词短语。Wherever引导地点状语从句，表示“无论什么地方”。","0","2","Humble ________ it may be, there's no place like home, ________ he may go.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--which&&0--that&&0--before&&1--when||此定语从句的先行词one morning和其定语从句when she came to...中间插入了状语成分five years ago。 ","0","2","He still remembered one morning five years ago ________ she came to his house and encouraged him to overcome difficulties.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--the||concern意为“关心的事情”，是可数名词，在句中没有特指之意，不需要定冠词；society表示抽象的整体概念，前面一般不用冠词。","0","2","The rising crime rate is ________ major concern of ________ society.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--must study&&0--should have studied&&1--must have studied||must have done表示对过去行为的肯定推测；must study表示对现在的肯定的推测；should have studied表示本来应该做某事而没有做；be sure to do something意为“务必要做某事”。&&0--is sure to study","0","2","John's score on the test is the highest in the class; he ________ last night.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--it being completed&&0--it completed&&1--completed||once在这里是连词，意为“一旦……就……”，后面省略了it is。 &&0--it completes","0","2","Once ________, this power station will supply all the neighboring towns and villages with electricity.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--more than the enormous amount of&&0--better than most the enormous number of&&1--better than most the enormous amount of||understand better than most意为“比大多数人更理解”；preparation是不可数名词，需用amount修饰。&&0--fewer than the number of","0","2","I understand ________ preparation that staff must put in under pressure to meet the deadline.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--too pleased to work&&0--too pleased working&&1--only too pleased to work||only too意为“很，非常，十分”，用法为only too + 形容词或过去分词 + 带to的不定式，表示“非常……做某事”。 too...to...表示“太……以至于不能……”。&&0--only too pleased working","0","2","We are ________ with these experienced technicians.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--to have been created&&0--to be created&&1--having been created||as在句中是介词，后面应接名词，代词或相当于名词的短语、从句等, 且create这一动作发生在主句动作之前，因此应使用完成时态。&&0--being created","0","2","Our civilization cannot be thought of as ________ in a short period of time.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--don't take&&1--didn't take||would (just) as soon意为“宁愿……”，后接省略that的宾语从句，从句中的谓语动词用虚拟语气。本句表示与现在事实相反，因此用一般过去时。&&0--hadn't taken&&0--were not taking","0","2","I'd just as soon you _____ these important documents with you now.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--Of||the +比较级+ of the two 表示两者之间的比较。表示三者或三者以上的比较，应使用最高级。 ","0","2","________ the two, Tom is ________ boy.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--need it&&0--needn't it&&1--does it||主句中有否定副词hardly，附加疑问句应该为肯定结构。另外，主句中的谓语动词need是实义动词而不是情态动词。&&0--doesn't it","0","2","A hibernating animal needs hardly any food all through the winter, ________?","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--in line with&&1--in honor of||in honor of 意为“为纪念……”； in line with意为“与……相符，与……一致”； in favor of意为“赞成，支持”； in place of意为“取代，代替”。&&0--in favor of&&0--in place of","0","2","During our stay in London, we paid a visit to the hospital founded _______ the nurse Florence Nightingale.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--magnify&&0--enlarge&&0--strengthen&&1--enhance||enhance意为“提高；增加（价值、吸引力、力量、价值等）”；magnify意为“放大；扩大；夸大”；enlarge意为“（使）扩大；（使）增大”；strengthen意为“加强，巩固”。","0","2","The republication of the novelist's most recent works will certainly ________ his national reputation.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--absorbed&&1--fascinated||fascinate意为“使……着迷，使……感兴趣”，常用be fascinated by；absorb意为“吸引（某人），使全神贯注”，常用be absorbed in；move和touch的意为“使感动”。&&0--moved&&0--touched","0","2","The girl was so _______ by the mighty river that she would spend hours sitting on its bank and gazing at the boats and rafts going and coming.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--interference&&0--interruption&&1--intervention||intervention意为“干涉，阻挠”，强调通过干涉以阻止或改变某种结果发生；interference意为“妨碍；干扰”；interruption意为“（某人的讲话）打断,（被中断）的行动”；interaction意为“互动；相互影响”。&&0--interaction","0","2","An increasing proportion of our population, unable to live without advanced medical ________, will become progressively more reliant on expensive technology.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--ventilate||ventilate意为“使通风，使空气流通”；versatile意为“多才多艺的；有多种功能的”；verify意为“查证；核实”；versify意为“写成诗；改写成韵文”。 &&0--versatile&&0--verify&&0--versify","0","2","You should ________ your room now and then to keep it supplied with fresh air.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--accordingly&&0--correspondingly&&1--respectively||respectively意为“分别地；各自地”； accordingly意为“从而，因此；相应地”； correspondingly意为“相应地”；individually意为“个别地，逐一地”。

&&0--individually
","0","2","According to official statistics, retail sales in China rose 10% and 12% in the first and the second quarter ________ this year.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--the moment||the moment可以直接引导时间状语从句，其作用相当于一个连词，表示“一……就……”。&&0--whole time&&0--by time&&0--the minutes","0","2","My pain must have been apparent ________ I walked into the room, for the first man I met asked sympathetically: ""Are you feeling all right?""","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--ever was    &&1--has ever been   ||ever一般与完成时连用，主句的时态为一般现在时，根据一致原则，从句的时态只能是现在完成时。&&0--had ever been    &&0--would ever be","0","2","Whatever the causes, English at the end of 21st century is more widely spoken and written than any other language________.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--will not be   &&0--will not have been   &&1--would not be   ||本句是一个错综时间条件句，条件从句表示的动作和主句表示的动作所发生的时间是不一致的， 从句动作表示与过去相反，主句动作表示与现在相反。 &&0--would not have be","0","2","If I had taken my umbrella with me when I went to work this morning, I ________ wet now.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--that  &&0--which &&1--whom     ||whom引导非限制性定语从句，并在从句中担当宾语成分，符合题意。&&0--who","0","2","An old friend from Shanghai, ________ I was expecting to stay with me, telephoned from the airport. ","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--than any other area    &&0--than other areas   
&&1--than in any other area             ||在比较级的句子中，所比较的对象须在同一范围内。本句中比较的是the climate，第二个climate后面由于有in any other area，习惯上省略。 &&0--than is any other area","0","2"," To the best of my knowledge, the climate in this area is better year round ________.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--Another    &&1--the other    ||the other表示“两个中的另一个”； another表示“再来一个，有一个”， any other表示“其他任何一个”，other是形容词。  &&0--any other    &&0--other","0","2","No agreement was reached in the discussion as neither side would give way to ________.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--Which   &&0--While&&0--That   &&1--As||as 引导非限制定语从句，表达整个主句的意思，as在从句中作主语。","0","2","________ has been known for about a hundred years, its commercial development has taken place since the beginning of the century.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--to bore   &&1--that it will bore   ||so that...引导目的状语从句，相当于so as to bore或in order to bore.&&0--as it bore   &&0--boring","0","2","The drill has been designed so ________ through the earth to a depth of 35,000 feet. ","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--would have forgotten  &&0--should have forgotten   
&&0--ought to have forgotten        &&1--must have forgotten||must have done表示从现在的角度对过去情况进行肯定的推测。","0","2","Sharon was supposed to be here at 10 o'clock. She ________ about our meeting.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--hunted     ||other animals是被猎杀的对象，须选择被动态。另外，as well as连接两个对等成分，此处完整结构应为：the elephant from being wiped out as well as other animals from being hunted in Africa。from being因与前文重复可以省略。  &&0--hunting    &&0--that hunted    &&0--are hunted","0","2","This may have preserved the elephant from being wiped out as well as other animals ________ in Africa.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--but&&0--so&&1--and||祈使句 + and + 主谓结构（常为虚拟式）= if从句 + 主句。有时，祈使句也可以用一个名词短语代替，相当于：If we had got one more score, we would have won the last game。&&0--or","0","2","One score more, ________ we could have won the last game.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--except&&1--except for    ||except for可以用来指所排除的人或事物不是整体的一部分或者不与整体属于一类，而是整体的一个例外；except和but通常指所排除的人或事物是整体的一部分，或者与整体属于一类。except that后须跟从句。&&0--except that     &&0--but","0","2","This computer is up-to-date ________ a few shortcomings here and there.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--betrayed…take    &&1--had betrayed…took   ||在it is / was the first / second time 结构中，谓语动词应采用完成时态；在it's high / about time 结构中，谓语动词应采用过去式，表示“早该做某事了”。 &&0--has betrayed…took  &&0--has betrayed…take","0","2","That was not the first time he ________ us. I think it's high time we ________ strong actions against him. ","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--feel &&0--feels   &&0--are feeling    &&1--were feeling||not only...but also连接的并列主语，其主谓一致性通常根据就近一致原则处理。另外，从句使用一般过去时态，为保持一致，主句也该使用过去时态。","0","2","Not only the actor but also his friends ________ that the critics did not give the movie a fair chance.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--they won't look      &&0--they will look   &&0--must they look   &&1--will they look||in no case为表示否定的介词短语，放在句首主谓需要用倒装。另外，情态动词must表示“必须，一定”，与句意不符。","0","2","In no case ________ on with folded arms.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--exception  &&1--exclusion||exclusion意为“把……排除在外”； elimination意为“消灭”；displacement意为“取代；转移；置换”。&&0--displacement&&0--elimination","0","2","Foreign disinvestments and the ________ of South Africa from world capital markets after 1985 further weakened its economy.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--divide&&0--separate  &&1--part  ||part with 放弃，卖掉。&&0--abandon","0","2","In order to raise money, Aunt Nicola had to ________ with some of her most treasured possessions.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--compose &&0--form   &&1--make||make表示“成为”，相当于be或become； assemble 意为“聚集；组装”；compose意为“组成；创作； (使)安定”； form 意为“形成；构成”。&&0--assemble","0","2","My little sister would ________ an excellent teacher.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--respectable     &&0--respectful  &&1--respective    ||respective意为“分别的，各自的”；respectable意为“可敬的； 有名望的”；respectful意为“尊重人的； 有礼貌的”； respecting作介词用时，表示“关系到，说到”。 &&0--respecting","0","2","Everyone would go into the hall for assembly and then afterwards we'd go to our ________ classes.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--drawn on   &&0--drawn back   &&0--drawn out   &&1--drawn up||draw up意为“草拟”。draw on 意为“利用，动用； 临近”；draw back意为“拉起； 退却； 缩回”； draw out意为“抽出； 拉长”。","0","2","I've ________ a list of candidates that I'd like to interview.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--fashionable &&0--silly      &&0--emotional &&1--mature||mature意为“成熟的”，与childish意思相反，形成对比，符合句意；fashionable意为“时髦的”；emotional意为“易动感情的”。","0","2","He is in some ways ________ and in some ways rather childish.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--bluntly    &&1--convincingly ||convincingly意为“有说服力地，令人信服地”；bluntly意为“直率地”；emphatically意为“强调地；断然地”；determinedly意为“坚决地”。&&0--emphatically&&0--determinedly","0","2","He spoke so ________ that even his opponents were won over by his arguments.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--quiet&&0--silent&&0--mute&&1--speechless||speechless意为“（因为气愤，震惊，意外等而）说不出话”。quiet意为“安静的；（人）寡言少语”；silent意为“寂静的； 沉默的； 无声的”；mute意为“哑的；无声的；无语的”。 ","0","2","The worker was ________ with indignation.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--implementation  &&0--demonstration&&1--manifestation||manifestation意为“显现；表现”；implementation意为“履行；推行”；demonstration意为“示范；解释”；expedition意为“旅行；远征""。&&0--expedition","0","2","The ________ of a cultural phenomenon is usually a logical consequence of some physical aspect in the life style of the people.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--reconciled||reconcile意为“使和解； 使和谐；使顺从”，常与介词with 搭配；identify意为“识别，鉴别； 把……和……看成一样”，与介词with搭配时表示“认同，有同感”；adjust意为“调整，校准”，常与介词to搭配；coincide意为“一致； 符合”，与介词with搭配表示“与……同时；与……相符”。&&0--identified  &&0--adjusted&&0--coincided","0","2","They were finally ________ with each other, after not speaking for nearly five years.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--economize     &&1--normalize ||normalize意为“使正常化”。economize意为“使节约”；decentralize意为“使分散”；standardize意为“使标准化”。&&0--decentralize    &&0--standardize","0","2","After more than thirty years, the United States and China have begun to ________ their relations.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--superior     &&1--superficial||superficial意为“表面的，肤浅的”；superior意为“优越的；高傲的”；superfluous意为“过剩的，多余的”；supernatural意为“超自然的”。&&0--superfluous &&0--supernatural","0","2","He had read widely but seldom thought deeply, so his apparent learning is really quite ________.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--hold out     ||hold out hope意为“给予希望，抱有希望”。 hold to意为“坚持； 紧握”；hold on意为“坚持； 不挂断电话”；hold off意为“不接近；拖延”。&&0--hold to    &&0--hold on   &&0--hold off","0","2","Few people ________ any hope of finding more survivors.  ","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--price   &&0--tickets&&0--fees   &&1--fares||fare意为“车费”；price意为“价格”，ticket意为“（车，船，飞机等的）票”，fee意为“（服务）小费”。","0","2","Urban congestion would be greatly relieved if only the ________ charged on public transport were more reasonable.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--obtain&&0--grasp  &&0--catch&&1--make||make the most of意为“尽量利用；充分利用”，为固定搭配。","0","2","For the success of the project, the company should ________ the most of the opportunities at hand.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--will have worked||将来完成时由shall / will + have +动词的过去分词组成，表示在将来的某个时间已经发生的事情。&&0--will work   &&0--have worked   &&0--shall be working","0","2","When he leaves the company next year he ________ for this company for thirty years.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--will happen&&0--happens&&0--happened &&1--should happen||It is important / necessary / natural / strange等结构的主语从句，谓语动词要用虚拟语气，形式为动词原形或should +动词原形。","0","2","It is strange that such a thing ________ in your university.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--whose&&0--in which&&1--of which    ||关系代词which指代先行词the tree，树枝和树为所属关系，用介词of。the branches of which可以用whose branches代替。&&0--which","0","2","The tree, the branches ________ are almost bare, is a very old one.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--been made&&0--has been made    &&1--having been made ||这里是现在分词独立主格结构，且分词所表示动作在谓语动词之前发生，所以要用现在分词的完成时态。&&0--having been making","0","2","The plan ________, what is to be done now is how to carry it out.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--likely &&1--more likely||本句为一完整的there be句型, 空处后是不定式短语做定语修饰electronic application，than表示更高级比较。&&0--most likely &&0--much likely","0","2","There are few electronic applications _______ to raise fears regarding future employment opportunities than robots.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--who succeeded &&0--who was succeeded   &&1--who did not succeed   ||who在定语从句中做主语，指代先行词the first woman。句中出现either...or...，表示定语从句需要用动词的否定形式。succeed在句中意为“继承，继任”。&&0--she didn't succeed","0","2","She was the first woman elected to a full term in the United States Senate ________ her husband in either the Senate or the House of Representatives.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--he made many mistakes in the paper &&0--there were a lot of mistakes in the paper
&&0--we found plenty of errors in her paper &&1--the paper was full of errors||过去分词做原因状语，其逻辑主语通常就是句子的主语，这里过去分词written的逻辑主语为paper。","0","2","Written in a hurry, ________.","词汇与语法","英语专业四级-词汇与语法-选择题"
